"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"68e91dbb86b63e5941e1ca41","ae8aeaeb-7553-482b-bb87-63c84a633262","PHYSICAL","pre-order","bmw-m2-cs-blue-2025-30597","BMW M2 CS BLUE 2025 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: BMW
Model: M2 CS BLUE
Scale: 1:18
Car Model Code: 30597
Manufacturer Code: 30597
Colour: BLUE
Material: Resin model (doors and hood do not open)
Year: 2025
EAN: Available on request
Expected Release: March 2026</code></pre>","30597","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107963644-HG1ELO2D14832CI9RU8H/gt552n.jpg"
"68e91dbcc8d073245478c697","17a54202-f067-425d-9c7b-ecaabe0873b4","PHYSICAL","new-products","bmw-x4-xdrive","PARAGON MODELS BMW X4 XDRIVE 3.5d F83 2014","<pre><code>Trademark: PARAGON MODELS<br>Brand: BMW<br>Model: X4 xDrive35d F26<br>Scale: 1:18<br>Car Model Code: 80432352457<br>Manufacturer Code: 80432352457<br>Colour: Mineral Grey Metallic<br>Material: Die-cast metal with plastic details<br>Year: 2014<br>EAN: Available on request</code></pre>","80432352457","","","","","","","","","","","","","123.00","8.00","No","Unlimited","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107965176-PDF2YKA4NJ2IRS3KBU50/Untitled%2Bdesign%2B%252818%2529.png"
"68e91dbe83a31912dc289885","3afeb227-db95-41c0-9af9-14e5367ae094","PHYSICAL","pre-order","bmw-x5-m-competition-blue-2023-30343","BMW X5 M COMPETITION BLUE 2023 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: BMW
Model: X5 M COMPETITION
Scale: 1:18
Car Model Code: 30343
Manufacturer Code: 30343
Colour: BLUE
Material: Resin model (doors and hood do not open)
Year: 2023
EAN: Available on request
Expected Release: March 2026</code></pre>","30343","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107966425-0JH4GITYFC83YNBY610H/GT967n.jpg"
"68e91dbf86b63e5941e1ca46","8148b22b-352f-4cd8-9070-9ff3b2777d91","PHYSICAL","pre-order","brabus-900-peetch-pink-2024-30600","BRABUS 900 PEETCH PINK 2024 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: BRABUS
Model: 900 PEETCH PINK
Scale: 1:18
Car Model Code: 30600
Manufacturer Code: 30600
Colour: PINK
Material: Resin model (doors and hood do not open)
Year: 2024
EAN: Available on request
Expected Release: March 2026</code></pre>","30600","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107967596-1617G8SZ1MDO69HD43BG/gt564n.jpg"
"68e91dc083a31912dc289886","7ada8a75-2485-4012-938a-07279b45ae03","PHYSICAL","pre-order","brabus-rocket-gts-black-2024-30591","BRABUS ROCKET GTS BLACK 2024 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: BRABUS
Model: ROCKET GTS BLACK
Scale: 1:18
Car Model Code: 30591
Manufacturer Code: 30591
Colour: BLACK
Material: Resin model (doors and hood do not open)
Year: 2024
EAN: Available on request
Expected Release: March 2026</code></pre>","30591","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107969086-W2A5QWPCVB5N0XT7TL9H/gt544nh.jpg"
"68e91dc1c8d073245478c69f","a8dea078-cef6-406a-a1f5-b31257c70194","PHYSICAL","pre-order","chevrolet-corvette-c4-gran-sport-blue-1996-30344","CHEVROLET CORVETTE C4 GRAN SPORT BLUE 1996 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: CHEVROLET
Model: CORVETTE C4 GRAN
Scale: 1:18
Car Model Code: 30344
Manufacturer Code: 30344
Colour: BLUE
Material: Resin model (doors and hood do not open)
Year: 1996
EAN: Available on request
Expected Release: March 2026</code></pre>","30344","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107970498-16QOXYLUJFX1O5ONTTN4/GT538n.jpg"
"68e91dc386b63e5941e1ca49","64fbddd3-7cc1-4a16-a1c0-0046eabe3278","PHYSICAL","pre-order","chevrolet-corvette-c8-zr1-yellow-2025-30588","CHEVROLET CORVETTE C8 ZR1 YELLOW 2025 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: CHEVROLET
Model: CORVETTE C8 ZR1
Scale: 1:18
Car Model Code: 30588
Manufacturer Code: 30588
Colour: YELLOW
Material: Resin model (doors and hood do not open)
Year: 2025
EAN: Available on request
Expected Release: March 2026</code></pre>","30588","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107971616-FAIQSD0DJ0WFKYMM8B68/gt528nh.jpg"
"68e91dc4c8d073245478c6a0","b8c5622a-5440-4172-b7c1-d756dafdee18","PHYSICAL","pre-order","chevrolet-corvette-coupe-1969-le-mans-blue-118-29929","Chevrolet Corvette Coupe 1969 Le Mans Blue  Norev 1:18 Metallmodell (Überarbeitete Version - Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Chevrolet
Model: Corvette Coupe
Scale: 1:18
Car Model Code: 29929
Manufacturer Code: 29929
Colour: Blue
Material: Die-cast metal with plastic details
Year: 1969
EAN: Available on request
Expected Release: February 2026</code></pre>","29929","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107972843-LZ87LACZV07GT69YPO6H/189034nh.jpg"
"68e91dc5c8d073245478c6a3","dabed9a2-b767-4e30-82b1-b8a6d3f47285","PHYSICAL","pre-order","chevrolet-corvette-sting-ray-1963-sebring-silver-118-118-29375","Chevrolet Corvette Sting Ray 1963 Sebring Silver 1:18 Norev 1:18 Metallmodell (Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Chevrolet
Model: Corvette Sting Ray
Scale: 1:18
Car Model Code: 29375
Manufacturer Code: 29375
Colour: Silver
Material: Die-cast metal with plastic details
Year: 1963
EAN: Available on request
Expected Release: February 2026</code></pre>","29375","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107973958-R01Z7IBXLYTH2MKR7SDD/189052n.jpg"
"68e91dc686b63e5941e1ca4c","e65c6aa6-aa13-40d7-a144-c92d6d24cf4f","PHYSICAL","pre-order","citroen-2cv-charleston-1982-delage-red-black-reprod-2025-118-28877","Citroën 2CV Charleston 1982 Delage Red & Black (Reprod 2025) Norev 1:18 Metallmodell 2 Türen, Motorhaube und Kofferraum zu öffnen!","<pre><code>Trademark: Norev
Brand: Citroën
Model: 2CV Charleston
Scale: 1:18
Car Model Code: 28877
Manufacturer Code: 28877
Colour: Black
Material: Die-cast metal with plastic details
Year: 1982
EAN: Available on request
Expected Release: February 2026</code></pre>","28877","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107975212-2D9UU148Z1O7DMMP0DEY/181510nh.jpg"
"68e91dc883a31912dc289892","5fdeeaa4-a588-4290-9298-8e08ff856088","PHYSICAL","pre-order","citroen-ds-23-pallas-1974-vanneau-beige-118-30249","Citroën DS 23 Pallas 1974 Vanneau Beige  Norev 1:18 Metallmodell 2 Türen und Motorhaube zu öffnen!","<pre><code>Trademark: Norev
Brand: Citroën
Model: DS 23 Pallas
Scale: 1:18
Car Model Code: 30249
Manufacturer Code: 30249
Colour: 
Material: Die-cast metal with plastic details
Year: 1974
EAN: Available on request
Expected Release: February 2026</code></pre>","30249","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107976677-ZPSRZM3L5K0C16YF4L7U/181727n.jpg"
"68e91dc986b63e5941e1ca4e","fc46dbf3-96fa-4d28-bece-91d4adfbcd38","PHYSICAL","pre-order","citroen-sm-1972-pearl-grey-metallic-112-30567","Citroën SM 1972 Pearl Grey metallic  Norev 1:12  Metallmodell (Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Citroën
Model: SM
Scale: 1:18
Car Model Code: 30567
Manufacturer Code: 30567
Colour: Grey
Material: Die-cast metal with plastic details
Year: 1972
EAN: Available on request
Expected Release: February 2026</code></pre>","30567","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107978306-3ZZNVVIX6X5V0H59C1UW/121707nh.jpg"
"68e91dcbc8d073245478c6a5","044cd78c-ea89-41f0-b224-ba0ab522f909","PHYSICAL","pre-order","ferrari-308-gts-1982-red-118-24507","Ferrari 308 GTS 1982 - Red Norev 1:18 Metallmodell (Überarbeitete Version - Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Ferrari
Model: 308 GTS
Scale: 1:18
Car Model Code: 24507
Manufacturer Code: 24507
Colour: Red
Material: Die-cast metal with plastic details
Year: 1982
EAN: Available on request
Expected Release: February 2026</code></pre>","24507","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107979922-6NMP7I6RE5EJPOT2GWOI/187930nhf.jpg"
"68e91dccf8ea5503718e8c9e","501e31c9-9b59-43c8-be11-9e5e90b5f535","PHYSICAL","pre-order","ferrari-308-gts-1982-silver-118-26451","Ferrari 308 GTS 1982 Silver Norev 1:18 Metallmodell (Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Ferrari
Model: 308 GTS
Scale: 1:18
Car Model Code: 26451
Manufacturer Code: 26451
Colour: Silver
Material: Die-cast metal with plastic details
Year: 1982
EAN: Available on request
Expected Release: February 2026</code></pre>","26451","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107981153-5O7BTE6RO6EB4OCZ0LE3/187934nh.jpg"
"68e91dcd83a31912dc289898","06ae48d9-8857-4d61-b620-ca8a28602881","PHYSICAL","pre-order","ford-fiesta-xr2-1981-blue-metallic-118-118-29568","Ford Fiesta XR2 1981 Blue metallic 1:18 Norev 1:18 Metallmodell (Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Ford
Model: Fiesta XR2
Scale: 1:18
Car Model Code: 29568
Manufacturer Code: 29568
Colour: Blue
Material: Die-cast metal with plastic details
Year: 1981
EAN: Available on request
Expected Release: February 2026</code></pre>","29568","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107982374-GN8XCCC39R84UBKVMF5F/182744n.jpg"
"68e91dcfc8d073245478c6a9","1084452c-1322-4bd8-9bdc-18a834742b94","PHYSICAL","new-products","ixo-toyota-calica-gt-four","IXO TOYOTA CALICA GT-FOUR","<pre><code>Trademark: IXO<br>Brand: Toyota<br>Model: Celica GT-Four<br>Scale: 1:18<br>Car Model Code: SQ7797425<br>Manufacturer Code: SQ7797425<br>Colour: White with Racing Decals<br>Material: Die-cast metal with plastic details<br>Year: 1990<br>EAN: Available on request</code></pre>","SQ7797425","","","","","","","","","","","","","200.00","0.00","No","Unlimited","","New","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107983791-V6WQQ8RLKMW3MQVTTGHZ/51VIOlap1eL.jpg"
"68e91dd086b63e5941e1ca56","4533ef58-5a72-45ae-ba0a-716708cef8ff","PHYSICAL","pre-order","jaguar-xj-s-53-he-coupe-1986-sage-green-metallic-118-30253","Jaguar XJ-S 5.3 H.E. Coupe 1986 Sage Green metallic  Norev 1:18 Metallmodell (Türen/Hauben nicht zu öffnen!)","<pre><code>Trademark: Norev
Brand: Jaguar
Model: XJ-S 5.3 H.E.
Scale: 1:18
Car Model Code: 30253
Manufacturer Code: 30253
Colour: Green
Material: Die-cast metal with plastic details
Year: 1986
EAN: Available on request
Expected Release: February 2026</code></pre>","30253","","","","","","","","","","","","","67.99","10.00","No","Unlimited","","Preorder, Release: February 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107985029-6WH6CH424HCNZVZCEHT9/182623n.jpg"
"68e91dd1f8ea5503718e8ca8","6284cc3f-d32d-4cb6-96da-f3ead6e3fe56","PHYSICAL","new-products","lamborghini-countach-lp400","KYOSHO Lamborghini Countach LP400 Red 1974","<pre><code>Trademark: KYOSHO<br>Brand: Lamborghini<br>Model: Countach LP400<br>Scale: 1:18<br>Car Model Code: 09531R<br>Manufacturer Code: 09531R<br>Colour: Red<br>Material: Die-cast metal with plastic details<br>Year: 1974<br>EAN: Available on request</code></pre>","09531R","","","","","","","","","","","","","323.00","7.00","No","Unlimited","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107986378-G99ECY8DIPS0GIPKO964/Untitled%2Bdesign%2B%252817%2529.png"
"68e91dd3c8d073245478c6ad","3bff882d-96f5-430c-805d-57b099fe42f2","PHYSICAL","pre-order","land-rover-defender-110-p400x-white-2021-30594","LAND ROVER DEFENDER 110 P400X WHITE 2021 GT Spirit 1:12 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: LAND ROVER
Model: DEFENDER 110 P400X
Scale: 1:18
Car Model Code: 30594
Manufacturer Code: 30594
Colour: WHITE
Material: Resin model (doors and hood do not open)
Year: 2021
EAN: Available on request
Expected Release: March 2026</code></pre>","30594","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107987750-STR6L4DG1DH759DZ33EF/gt554nh.jpg"
"68e91dd486b63e5941e1ca5a","7171cb5f-ca1f-454d-8e88-ced7abd7dc22","PHYSICAL","pre-order","land-rover-defender-3-station-wagon-green-2016-30340","LAND ROVER DEFENDER 3 STATION WAGON GREEN 2016 GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: LAND ROVER
Model: DEFENDER 3 STATION
Scale: 1:18
Car Model Code: 30340
Manufacturer Code: 30340
Colour: GREEN
Material: Resin model (doors and hood do not open)
Year: 2016
EAN: Available on request
Expected Release: March 2026</code></pre>","30340","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107988889-HAX2COU1FBD9VJGL7NPZ/gt527n.jpg"
"68e91dd5c8d073245478c6af","c9a42dc8-5b93-466e-913e-1492307432db","PHYSICAL","pre-order","land-rover-sport-p510e-white-2023-30342","LAND ROVER SPORT P510E WHITE 2023 GT Spirit 1:12 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: LAND ROVER
Model: SPORT P510E WHITE
Scale: 1:18
Car Model Code: 30342
Manufacturer Code: 30342
Colour: WHITE
Material: Resin model (doors and hood do not open)
Year: 2023
EAN: Available on request
Expected Release: March 2026</code></pre>","30342","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107990039-4TAWZ4DLORT0A567U1O3/GT553n.jpg"
"68e91dd683a31912dc2898a2","2773988c-5157-4ef5-96f2-0656dd5be5ca","PHYSICAL","pre-order","lb-works-porsche-turbo-white-30598","LB-WORKS PORSCHE TURBO WHITE GT Spirit 1:18 Resinemodell (Türen, Motorhaube... nicht zu öffnen!)","<pre><code>Trademark: GT Spirit
Brand: LB-WORKS
Model: PORSCHE TURBO WHITE
Scale: 1:18
Car Model Code: 30598
Manufacturer Code: 30598
Colour: WHITE
Material: Resin model (doors and hood do not open)
Year: 
EAN: Available on request
Expected Release: March 2026</code></pre>","30598","","","","","","","","","","","","","104.99","10.00","No","Unlimited","","Preorder, Release: March 2026","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107991340-CT2PJ7ALXU2IXOAD3JM4/gt958n.jpg"
"68e91dd8c8d073245478c6b1","6d1b8204-b07b-4680-a089-97fee8157227","PHYSICAL","new-products","man-tgx-xxl","Premium Classixxs MAN TGX XXL Blue Metallic","<pre><code>Trademark: Premium ClassiXXs<br>Brand: MAN<br>Model: TGX XXL Truck<br>Scale: 1:18<br>Car Model Code: PCL30200<br>Manufacturer Code: PCL30200<br>Colour: Blue Metallic<br>Material: Die-cast metal with plastic details<br>Year: 2012<br>EAN: Available on request</code></pre>","PCL30200","","","","","","","","","","","","","101.00","16.00","No","Unlimited","","Rare, New","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/68d6a6c7ad50e42eaaa2008c/1760107992641-DMXFBI7VK7E6PL7CSTBL/Untitled%2Bdesign%2B%252815%2529.png"
